OBJECTID,NAME,FULLNAME,TYPE,TRACT,COUNTYFIPS,STATEFIPS,STATEABBR,DSITE,DSITENAME,CONTNMPRE,CONTFSTNM,CONTMIDNM,CONTLSTNM,CONTNMSUF,CONTTITLE,CONTORG,CONTDEPT,CONTADDR1,CONTADDR2,CONTCITY,CONTSTATE,CONTZIP,CONTPHONE,CONTFAX,CONTEMAIL,FIPS,TRACTYEAR,PERIODA,PERIODB,PERIODC,URBANRURAL,LINK,PERIODD,Shape__Area,Shape__Length
273,"Los Angeles, CA","Los Angeles, CA Renewal Community",Renewal Community,224000,037,06,CA,No,,Mr.,Clifford, ,Weiss, , ,Deputy Director,Community Development Department,215 W. 6th Street,3rd Floor,Los Angeles,CA,90014,213-485-6301,213-847-0890,cweiss@cdd.lacity.org,06037224000,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=CA&community=Los_Angeles_RC&info1=Urban+Renewal+Community&ID=09072600001,None,2571145.0234375,6711.95196665636
274,"Los Angeles, CA","Los Angeles, CA Renewal Community",Renewal Community,224300,037,06,CA,No,,Mr.,Clifford, ,Weiss, , ,Deputy Director,Community Development Department,215 W. 6th Street,3rd Floor,Los Angeles,CA,90014,213-485-6301,213-847-0890,cweiss@cdd.lacity.org,06037224300,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=CA&community=Los_Angeles_RC&info1=Urban+Renewal+Community&ID=09072600001,None,607680.875,3263.36094063121
275,"Pulaski, AR","Pulaski, AR Empowerment Zone",Empowerment Zone,000700,119,05,AR,No,,Ms.,Terri, ,Davis, , , , ,423 Main Street,PO Box 1937,Little Rock,AR,72203,501-375-0121,501-375-1377,thdavis@downtownlr.com,05119000700,1990,Enterprise Community (Round I),Enterprise Community (Round I),"Enterprise Community (Round I) Ending 12-31-04;Empowerment Zone (Round III)",Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AR&community=Pulaski&info1=Round+III+EZ&ID=06334200001,Empowerment Zone (Round III),1306841.890625,5541.84901654197
276,"Pulaski, AR","Pulaski, AR Empowerment Zone",Empowerment Zone,001200,119,05,AR,No,,Ms.,Terri, ,Davis, , , , ,423 Main Street,PO Box 1937,Little Rock,AR,72203,501-375-0121,501-375-1377,thdavis@downtownlr.com,05119001200,1990,Enterprise Community (Round I),Enterprise Community (Round I),"Enterprise Community (Round I) Ending 12-31-04;Empowerment Zone (Round III)",Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AR&community=Pulaski&info1=Round+III+EZ&ID=06334200001,Empowerment Zone (Round III),3731176.29296875,7793.14221162474
277,"Pulaski, AR","Pulaski, AR Empowerment Zone",Empowerment Zone,001300,119,05,AR,No,,Ms.,Terri, ,Davis, , , , ,423 Main Street,PO Box 1937,Little Rock,AR,72203,501-375-0121,501-375-1377,thdavis@downtownlr.com,05119001300,1990,Enterprise Community (Round I),Enterprise Community (Round I),"Enterprise Community (Round I) Ending 12-31-04;Empowerment Zone (Round III)",Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AR&community=Pulaski&info1=Round+III+EZ&ID=06334200001,Empowerment Zone (Round III),2700607.0859375,7165.47282876039
278,Southern Alabama,Southern Alabama Renewal Community,Renewal Community,996400,047,01,AL,No,,Mr.,David,S.,Barley,II,II,Manager,Technical Assistance Section,401 Adams Ave.,PO Box 5690,Montgomery,AL,36103-5690,334-242-5823,334-242-4203,davidb@adeca.state.al.us,01047996400,1990,None,None,Renewal Community,Rural,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AL&community=Southern_RC&info1=Rural+Renewal+Community&ID=09072600001,None,5653158.1796875,14222.6725852868
279,Southern Alabama,Southern Alabama Renewal Community,Renewal Community,996600,047,01,AL,No,,Mr.,David,S.,Barley,II,II,Manager,Technical Assistance Section,401 Adams Ave.,PO Box 5690,Montgomery,AL,36103-5690,334-242-5823,334-242-4203,davidb@adeca.state.al.us,01047996600,1990,None,None,Renewal Community,Rural,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AL&community=Southern_RC&info1=Rural+Renewal+Community&ID=09072600001,None,3865629.5,11488.4648667916
280,"Los Angeles, CA","Los Angeles, CA Empowerment Zone",Empowerment Zone,228200,037,06,CA,No,, , , , , , ,EZ Program Coordinator,Community Development Department,215 W. Sixth St.,Third Floor,Los Angeles,CA,90014,213-485-8161,213-847-0890,mshin@cdd.lacity.org,06037228200,1990,None,"Empowerment Zone (Round I) Beginning Jan. 1, 2000",Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=CA&community=Los_Angeles&info1=Round+I+EZ&ID=06211800001,Empowerment Zone (Round I),1122920.2421875,4718.92325888838
281,"Pulaski, AR","Pulaski, AR Empowerment Zone",Empowerment Zone,002500,119,05,AR,No,,Ms.,Terri, ,Davis, , , , ,423 Main Street,PO Box 1937,Little Rock,AR,72203,501-375-0121,501-375-1377,thdavis@downtownlr.com,05119002500,1990,Enterprise Community (Round I),Enterprise Community (Round I),"Enterprise Community (Round I) Ending 12-31-04;Empowerment Zone (Round III)",Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AR&community=Pulaski&info1=Round+III+EZ&ID=06334200001,Empowerment Zone (Round III),4745661.93359375,8799.14917227157
282,"Los Angeles, CA","Los Angeles, CA Empowerment Zone",Empowerment Zone,228600,037,06,CA,No,, , , , , , ,EZ Program Coordinator,Community Development Department,215 W. Sixth St.,Third Floor,Los Angeles,CA,90014,213-485-8161,213-847-0890,mshin@cdd.lacity.org,06037228600,1990,None,"Empowerment Zone (Round I) Beginning Jan. 1, 2000",Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=CA&community=Los_Angeles&info1=Round+I+EZ&ID=06211800001,Empowerment Zone (Round I),768812.48828125,3551.57920024696
283,"Pulaski, AR","Pulaski, AR Empowerment Zone",Empowerment Zone,001100,119,05,AR,No,,Ms.,Terri, ,Davis, , , , ,423 Main Street,PO Box 1937,Little Rock,AR,72203,501-375-0121,501-375-1377,thdavis@downtownlr.com,05119001100,1990,Enterprise Community (Round I),Enterprise Community (Round I),"Enterprise Community (Round I) Ending 12-31-04;Empowerment Zone (Round III)",Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AR&community=Pulaski&info1=Round+III+EZ&ID=06334200001,Empowerment Zone (Round III),4440743.015625,10917.2475080627
284,"Mobile County, AL","Mobile County, AL Renewal Community",Renewal Community,001400,097,01,AL,No,,Ms.,Diane, ,Burnett, , ,Director of Planning, ,P.O. Box 1665,651 Church Street,Mobile,AL,36633,251-433-6541,251-433-6009,dburnett@sarpc.org,01097001400,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AL&community=Mobile_RC&info1=Urban+Renewal+Community&ID=06334200001,None,2385575.5078125,6718.23512354883
285,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,014500,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079014500,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,1160682.578125,4887.84187904912
286,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,015100,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079015100,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,556850.22265625,4133.29297115612
287,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,015300,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079015300,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,2691588.65234375,7886.20378171247
288,"Corpus Christi, TX","Corpus Christi, TX Renewal Community",Renewal Community,005000,355,48,TX,No,,Ms.,Patricia, ,Garcia, ,Economic Development Senior Management Analyst,City of Corpus Christi,Economic Development,PO Box 9277, ,Corpus Christi,TX,78469,361-844-1785,361-880-3230,Patriciaga@cctexas.com,48355005000,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=TX&community=Corpus_Christi_RC&info1=Urban+Renewal+Community&ID=06334200001,None,3305.77734375,331.320165028968
289,"Corpus Christi, TX","Corpus Christi, TX Renewal Community",Renewal Community,005000,355,48,TX,No,,Ms.,Patricia, ,Garcia, ,Economic Development Senior Management Analyst,City of Corpus Christi,Economic Development,PO Box 9277, ,Corpus Christi,TX,78469,361-844-1785,361-880-3230,Patriciaga@cctexas.com,48355005000,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=TX&community=Corpus_Christi_RC&info1=Urban+Renewal+Community&ID=06334200001,None,13525.751953125,679.680164893617
290,"Corpus Christi, TX","Corpus Christi, TX Renewal Community",Renewal Community,005000,355,48,TX,No,,Ms.,Patricia, ,Garcia, ,Economic Development Senior Management Analyst,City of Corpus Christi,Economic Development,PO Box 9277, ,Corpus Christi,TX,78469,361-844-1785,361-880-3230,Patriciaga@cctexas.com,48355005000,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=TX&community=Corpus_Christi_RC&info1=Urban+Renewal+Community&ID=06334200001,None,55367268.5097656,57658.0907521957
291,"Corpus Christi, TX","Corpus Christi, TX Renewal Community",Renewal Community,005000,355,48,TX,No,,Ms.,Patricia, ,Garcia, ,Economic Development Senior Management Analyst,City of Corpus Christi,Economic Development,PO Box 9277, ,Corpus Christi,TX,78469,361-844-1785,361-880-3230,Patriciaga@cctexas.com,48355005000,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=TX&community=Corpus_Christi_RC&info1=Urban+Renewal+Community&ID=06334200001,None,19816.37890625,700.980616610503
292,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,001100,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079001100,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,5957803.265625,11810.3821356802
293,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,001200,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079001200,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,2269896.45703125,6306.24822766982
294,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,001300,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079001300,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,3731023.74609375,7799.22216285177
295,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,001400,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079001400,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,2110283.16796875,6367.52140590036
296,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,016100,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079016100,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,1108901.1875,5346.28426720323
297,Southern Alabama,Southern Alabama Renewal Community,Renewal Community,953100,013,01,AL,No,,Mr.,David,S.,Barley,II,II,Manager,Technical Assistance Section,401 Adams Ave.,PO Box 5690,Montgomery,AL,36103-5690,334-242-5823,334-242-4203,davidb@adeca.state.al.us,01013953100,1990,None,None,Renewal Community,Rural,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AL&community=Southern_RC&info1=Rural+Renewal+Community&ID=09072600001,None,44635275.125,44723.622333015
298,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,002000,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079002000,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,2034794.875,5879.74686535435
299,"Pulaski, AR","Pulaski, AR Empowerment Zone",Empowerment Zone,000300,119,05,AR,No,,Ms.,Terri, ,Davis, , , , ,423 Main Street,PO Box 1937,Little Rock,AR,72203,501-375-0121,501-375-1377,thdavis@downtownlr.com,05119000300,1990,Enterprise Community (Round I),Enterprise Community (Round I),"Enterprise Community (Round I) Ending 12-31-04;Empowerment Zone (Round III)",Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AR&community=Pulaski&info1=Round+III+EZ&ID=06334200001,Empowerment Zone (Round III),2458818.6875,6235.43088372573
300,"Corpus Christi, TX","Corpus Christi, TX Renewal Community",Renewal Community,003500,355,48,TX,No,,Ms.,Patricia, ,Garcia, ,Economic Development Senior Management Analyst,City of Corpus Christi,Economic Development,PO Box 9277, ,Corpus Christi,TX,78469,361-844-1785,361-880-3230,Patriciaga@cctexas.com,48355003500,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=TX&community=Corpus_Christi_RC&info1=Urban+Renewal+Community&ID=06334200001,None,29348185.328125,23760.1113357861
301,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,002700,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079002700,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,1283446.51171875,4563.45831854902
302,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,002800,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079002800,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,1226706.35546875,4441.5180606332
303,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,004600,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079004600,2000,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,1282264.58203125,4546.72256164162
304,"Mobile County, AL","Mobile County, AL Renewal Community",Renewal Community,001001,097,01,AL,No,,Ms.,Diane, ,Burnett, , ,Director of Planning, ,P.O. Box 1665,651 Church Street,Mobile,AL,36633,251-433-6541,251-433-6009,dburnett@sarpc.org,01097001001,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AL&community=Mobile_RC&info1=Urban+Renewal+Community&ID=06334200001,None,1143008.453125,4513.33406480781
305,"Mobile County, AL","Mobile County, AL Renewal Community",Renewal Community,001301,097,01,AL,No,,Ms.,Diane, ,Burnett, , ,Director of Planning, ,P.O. Box 1665,651 Church Street,Mobile,AL,36633,251-433-6541,251-433-6009,dburnett@sarpc.org,01097001301,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=AL&community=Mobile_RC&info1=Urban+Renewal+Community&ID=06334200001,None,770156.353515625,4336.11838336215
306,"Washington, DC","Washington, DC Enterprise Zone",Enterprise Zone,003500,001,11,DC,No,,Ms.,Judy,,Brown,,,Director,Dept. of Housing and Community Development,801 N. Capitol St.,Room 618,Washington,DC,20002,202-442-7200,202-442-7089,judy.brown@dc.gov,11001003500,1990,None,DC Enterprise Zone beginning 1-1-1998,DC Enterprise Zone ending 12-31-09,,http://www5.hud.gov/urban/tour/maintemplate.asp?state=DC&community=Washingtondc&info1=Round+I+EC&ID=11000100001,DC Enterprise Zone,627973.21484375,3833.17632061879
307,"Parlier, CA","Parlier, CA Renewal Community",Renewal Community,006802,019,06,CA,No,,Mr.,Lou, ,Martinez, , ,Director of Economic Development, ,1100 East Parlier Avenue, ,Parlier,CA,93648,559-646-3545,559-646-2084,econdev@parlier.ca.us,06019006802,1990,None,None,Renewal Community,Rural,http://www5.hud.gov/urban/tour/maintemplate.asp?state=CA&community=Parlier_RC&info1=Rural+Renewal+Community&ID=06334200001,None,59431989.7226563,36383.1436316947
308,"Los Angeles, CA","Los Angeles, CA Empowerment Zone",Empowerment Zone,237100,037,06,CA,No,, , , , , , ,EZ Program Coordinator,Community Development Department,215 W. Sixth St.,Third Floor,Los Angeles,CA,90014,213-485-8161,213-847-0890,mshin@cdd.lacity.org,06037237100,1990,None,"Empowerment Zone (Round I) Beginning Jan. 1, 2000",Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=CA&community=Los_Angeles&info1=Round+I+EZ&ID=06211800001,Empowerment Zone (Round I),1501112.484375,5592.10669498873
309,"Fresno, CA","Fresno, CA Empowerment Zone",Empowerment Zone,000400,019,06,CA,No,,Mr.,Fred, ,Burkhardt, , ,Director,Economic Development,2600 Fresno St.,Room 3076,Fresno,CA,93721-3601,559-621-8350,559-488-1078,fred.burkhardt@fresno.gov,06019000400,1990,None,None,Empowerment Zone (Round III),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=CA&community=Fresno&info1=Round+III+EZ&ID=09072600001,Empowerment Zone (Round III),5361492.55859375,10579.2958280962
